last_name,first_name,name,team,player_id,year,HR.,BB.,AVG,SLG,SacBunt.,HPto1B,SprintSpeed,cluster
Marrero, Deven,Deven Marrero,MIA,571918,2021,1.477209308,1.968212001,-0.247375676,0.266254691,-0.702738134,0.010072783,-0.002291049,1
Mikolas, Miles,Miles Mikolas,STL,571945,2021,-1.143454263,-0.216423625,-2.728452204,-2.340454516,1.74447806,0.010072783,-0.002291049,8
Muncy, Max,Max Muncy,LAD,571970,2021,1.893773552,1.536086273,0.557654474,1.322840823,-0.702738134,-0.417840604,-0.019403778,1
Myers, Wil,Wil Myers,SD,571976,2021,0.469261761,0.767862756,0.650034983,0.67637694,-0.702738134,-0.615339091,0.893275137,2
Naquin, Tyler,Tyler Naquin,CIN,571980,2021,0.794944076,0.023646224,0.834796001,0.975279596,-0.702738134,-0.483673433,0.551020544,2
Owings, Chris,Chris Owings,COL,572008,2021,-0.16832363,1.536086273,1.573840073,2.024914503,-0.702738134,-0.845753992,0.836232705,2
Piscotty, Stephen,Stephen Piscotty,OAK,572039,2021,0.06841328,-0.168409655,0.174935222,0.113327751,-0.702738134,0.372153341,-0.532785668,2
Pollock, AJ,AJ Pollock,LAD,572041,2021,1.149626361,-0.120395685,1.191120822,1.385401844,-0.702738134,-0.582422676,0.608062976,2
Seager, Kyle,Kyle Seager,SEA,572122,2021,1.290329495,0.287723058,0.069357498,0.704181838,-0.702738134,0.174654854,-0.703912965,2
Taylor, Michael A.,Michael A. Taylor,KC,572191,2021,-0.101699821,-0.312451564,0.491668396,0.134181425,-0.003533507,-0.878670406,0.836232705,9
Thompson, Trayce,Trayce Thompson,CHC,572204,2021,4.846633904,2.976505367,0.57085169,2.622719814,-0.702738134,-0.779921163,0.779190273,6
Voit III, Luke,Luke Voit III,NYY,572228,2021,1.021976648,0.263716073,0.425682318,0.697230613,-0.702738134,1.129230872,-1.046167558,1
Walker, Christian,Christian Walker,ARI,572233,2021,-0.097802957,0.215702103,0.491668396,0.314913263,-0.702738134,-0.088676461,0.379893247,2
Zunino, Mike,Mike Zunino,TB,572287,2021,3.011832115,0.359744013,0.12214636,1.545280009,-0.702738134,0.569651827,-0.418700804,3
Carpenter, Matt,Matt Carpenter,STL,572761,2021,-0.535764144,1.560093258,-0.498122772,-0.428867764,-0.702738134,-0.088676461,-0.5898281,1
Dickerson, Corey,Corey Dickerson,MIA,572816,2021,-0.394693237,-0.19241664,0.847993217,0.495645101,-0.702738134,-0.812837577,0.265808383,9
Garneau, Dustin,Dustin Garneau,DET,572863,2021,2.914347413,-0.768584278,0.042963067,1.698206949,-0.702738134,0.174654854,-0.247573507,3
Ruf, Darin,Darin Ruf,SF,573131,2021,1.417194099,1.704135167,0.847993217,1.267231027,-0.702738134,0.43798617,-0.475743236,1
Stroman, Marcus,Marcus Stroman,NYM,573186,2021,-1.143454263,-0.168409655,-1.435125078,-1.388136752,1.74447806,1.557144259,-1.502507016,7
Yastrzemski, Mike,Mike Yastrzemski,SF,573262,2021,1.096429113,0.479778937,0.227724085,0.836255105,-0.090934086,-0.582422676,0.322850815,2
Contreras, Willson,Willson Contreras,CHC,575929,2021,0.98861103,0.767862756,0.399287887,0.704181838,-0.702738134,-0.417840604,0.493978112,2
Iglesias, Jose,Jose Iglesias,LAA,578428,2021,-0.362138431,-0.840605232,0.847993217,0.377474284,-0.702738134,-1.174918135,0.893275137,9
Torreyes, Ronald,Ronald Torreyes,PHI,591720,2021,-0.220453241,-0.504507444,0.465273965,0.064669179,1.336608693,-0.38492419,0.094681086,9
Valera, Breyvic,Breyvic Valera,TOR,591971,2021,-0.661493141,0.143681149,0.610443336,0.134181425,0.520869963,-0.154509289,0.094681086,9
Bryant, Kris,Kris Bryant,CHC,592178,2021,0.899948112,0.719848786,0.768809923,1.003084494,-0.702738134,-0.615339091,0.665105409,2
Canha, Mark,Mark Canha,OAK,592192,2021,0.229995638,1.12796753,0.320104594,0.349669386,-0.702738134,-0.483673433,0.608062976,2
Casali, Curt,Curt Casali,SF,592200,2021,-0.095188835,0.887897681,0.042963067,0.092474077,1.74447806,1.063398043,-1.046167558,7
Castellanos, Nick,Nick Castellanos,CIN,592206,2021,1.541368687,-0.14440267,1.349487409,1.663450826,-0.702738134,-0.483673433,0.493978112,2
DeShields, Delino,Delino DeShields,CIN,592261,2021,-0.251313462,1.896191046,0.636837767,0.620767143,1.74447806,-0.91158682,0.893275137,9
Drury, Brandon,Brandon Drury,NYM,592273,2021,0.853241807,-1.008654127,0.887584863,0.968328371,-0.702738134,0.14173844,-0.190531075,2
Gamel, Ben,Ben Gamel,PIT,592325,2021,-0.156851497,1.248002454,0.531260043,0.35662061,0.113000596,-0.648255505,0.551020544,2
Gausman, Kevin,Kevin Gausman,SF,592332,2021,-1.143454263,-1.056668096,-0.286967323,-1.054477974,1.336608693,2.215472547,-2.015888906,5
Gonzalez, Chi Chi,Chi Chi Gonzalez,COL,592346,2021,-1.143454263,-1.128689051,-0.603700497,-0.991916953,1.74447806,2.577553105,-2.301101067,5
Goodrum, Niko,Niko Goodrum,DET,592348,2021,0.157840762,0.311730043,0.095751929,0.155035098,-0.702738134,-0.747004748,1.007360002,9
Gray, Jon,Jon Gray,TEX,592351,2021,-1.143454263,-1.824891613,-1.329547353,-1.603624713,1.74447806,2.577553105,-2.301101067,5
Holaday, Bryan,Bryan Holaday,ARI,592407,2021,-1.143454263,-1.128689051,-0.168192383,-0.547038581,-0.702738134,1.030481629,-1.046167558,9
Jones, JaCoby,JaCoby Jones,DET,592444,2021,-0.30484192,-0.672556338,-0.484925556,-0.602648378,-0.702738134,-0.088676461,0.379893247,9
Judge, Aaron,Aaron Judge,NYY,592450,2021,1.829807683,1.007932605,1.059148666,1.441011641,-0.702738134,0.273404098,0.493978112,1
Machado, Manny,Manny Machado,SD,592518,2021,0.938207577,0.527792907,0.940373726,1.05869429,-0.702738134,-0.154509289,-0.190531075,2
Marmolejos, Jose,Jose Marmolejos,SEA,592530,2021,0.438833174,1.12796753,-0.616897712,-0.17862368,-0.702738134,0.273404098,-0.5898281,1
Moran, Colin,Colin Moran,PIT,592567,2021,0.175118608,0.575806877,0.676429414,0.37052306,-0.702738134,0.865899557,-1.616591881,9
Payton, Mark,Mark Payton,CIN,592622,2021,-1.143454263,0.167688134,-0.32655897,-1.075331647,-0.702738134,-0.483673433,0.43693568,9
Pederson, Joc,Joc Pederson,CHC,592626,2021,0.615872332,0.119674164,0.412485103,0.592962245,-0.702738134,-0.615339091,0.094681086,9
Ramos, Henry,Henry Ramos,ARI,592656,2021,-0.30484192,-0.072381715,-0.089009089,-0.25508715,-0.702738134,0.174654854,-0.247573507,9
Realmuto, J.T.,J.T. Realmuto,PHI,592663,2021,0.354067789,0.311730043,0.742415492,0.711133063,-0.702738134,-0.944503235,1.178487299,2
Renfroe, Hunter,Hunter Renfroe,BOS,592669,2021,1.35145771,0.023646224,0.68962663,1.142108985,-0.702738134,-0.253258533,0.322850815,2
Rosario, Eddie,Eddie Rosario,CLE,592696,2021,0.405433969,-0.312451564,0.68962663,0.683328164,0.113000596,-0.779921163,0.265808383,9
Sampson, Adrian,Adrian Sampson,CHC,592716,2021,-1.143454263,-1.824891613,-2.728452204,-2.340454516,1.74447806,0.010072783,-0.002291049,8
Sanchez, Aaron,Aaron Sanchez,SF,592717,2021,-1.143454263,-1.824891613,-2.728452204,-2.340454516,-0.702738134,0.010072783,-0.002291049,8
Simmons, Andrelton,Andrelton Simmons,MIN,592743,2021,-0.838134252,-0.120395685,0.214526869,-0.435818989,1.132674011,0.372153341,-0.304615939,7
Smith, Caleb,Caleb Smith,ARI,592761,2021,-1.143454263,-0.864612217,-1.527505587,-1.395087977,1.74447806,-0.220342118,0.151723519,8
Smyly, Drew,Drew Smyly,ATL,592767,2021,-1.143454263,-1.824891613,-1.765055467,-1.833015124,1.74447806,2.281305375,-2.072931338,5
Velasquez, Vince,Vince Velasquez,SD,592826,2021,-1.143454263,-0.216423625,-1.580294449,-1.73569798,1.74447806,0.240487683,-0.304615939,8
Walker, Taijuan,Taijuan Walker,NYM,592836,2021,-1.143454263,-1.344751915,-1.329547353,-1.603624713,1.74447806,-0.319091361,0.265808383,9
Wilkerson, Stevie,Stevie Wilkerson,BAL,592859,2021,-1.143454263,-0.888619202,-0.524517203,-0.894599809,-0.702738134,-0.220342118,0.151723519,8
Williams, Mason,Mason Williams,NYM,592863,2021,0.127170486,0.767862756,0.069357498,-0.02569674,-0.702738134,-0.055760046,-0.019403778,9
Williams, Trevor,Trevor Williams,NYM,592866,2021,-1.143454263,-0.960640157,-0.089009089,-0.950209605,1.74447806,4.684203626,-3.670119441,5
Yelich, Christian,Christian Yelich,MIL,592885,2021,-0.197650868,1.704135167,0.544457258,0.252352242,-0.702738134,-0.714088334,0.893275137,2
Merrifield, Whit,Whit Merrifield,KC,593160,2021,-0.511969064,-0.480500459,0.92717651,0.405279182,-0.702738134,-0.812837577,1.064402434,9
Martinez, Carlos,Carlos Martinez,STL,593372,2021,-1.143454263,-1.824891613,-1.633083312,-1.471551447,1.74447806,0.010072783,-0.002291049,9
Bogaerts, Xander,Xander Bogaerts,BOS,593428,2021,0.679616052,0.647827832,1.164726391,1.086499188,-0.702738134,-0.91158682,0.551020544,2
Bonifacio, Jorge,Jorge Bonifacio,PHI,593528,2021,-1.143454263,0.167688134,-1.527505587,-1.707893082,-0.702738134,0.010072783,-0.002291049,8
Rivas, Webster,Webster Rivas,SD,593590,2021,0.089799194,0.671834817,0.188132438,0.009059383,1.74447806,0.734233899,-0.760955397,7
Alberto, Hanser,Hanser Alberto,KC,593643,2021,-0.795482344,-1.440779855,0.834796001,0.453937754,0.928739329,-0.38492419,0.037638654,9
Polanco, Jorge,Jorge Polanco,MIN,593871,2021,1.209794658,-0.14440267,0.821598786,1.156011434,-0.702738134,-1.109085307,0.722147841,2
Sano, Miguel,Miguel Sano,MIN,593934,2021,1.532968097,0.839883711,0.214526869,0.898816126,-0.702738134,0.635484656,-0.133488643,1
Difo, Wilmer,Wilmer Difo,PIT,594694,2021,-0.37759825,0.167688134,0.821598786,0.328815712,-0.702738134,-0.845753992,1.064402434,2
Calhoun, Kole,Kole Calhoun,ARI,594777,2021,0.119516136,0.143681149,0.372893456,0.252352242,-0.702738134,0.569651827,-1.160252423,9
deGrom, Jacob,Jacob deGrom,NYM,594798,2021,-1.143454263,-1.824891613,2.075334265,0.398327958,-0.702738134,-0.91158682,0.893275137,9
Duvall, Adam,Adam Duvall,MIA,594807,2021,1.962517373,-0.312451564,0.280512947,1.072596739,-0.702738134,-0.450757019,1.064402434,2
Eaton, Adam,Adam Eaton,CWS,594809,2021,-0.152967254,-0.000360761,-0.075811874,-0.067404087,1.255034821,-1.043252478,0.722147841,9
Gosselin, Phil,Phil Gosselin,LAA,594838,2021,-0.292688121,-0.28844458,0.716021061,0.175888772,-0.702738134,-0.977419649,1.406657028,9
Schebler, Scott,Scott Schebler,LAA,594988,2021,-1.143454263,-1.824891613,-0.788461515,-0.706916746,-0.702738134,-0.38492419,0.322850815,8
Kiermaier, Kevin,Kevin Kiermaier,TB,595281,2021,-0.661493141,0.215702103,0.68962663,0.35662061,-0.702738134,-1.504082279,1.406657028,9
Knapp, Andrew,Andrew Knapp,PHI,595284,2021,-0.565100942,-0.312451564,-0.722475437,-0.852892462,0.520869963,-0.417840604,0.379893247,9
Wallach, Chad,Chad Wallach,MIA,595453,2021,-1.143454263,-0.744577293,-0.089009089,-0.48447756,-0.702738134,1.557144259,-1.502507016,9
Alfaro, Jorge,Jorge Alfaro,MIA,595751,2021,-0.574903524,-0.984647142,0.491668396,0.036864281,-0.702738134,-0.417840604,0.95031757,9
Profar, Jurickson,Jurickson Profar,SD,595777,2021,-0.668319781,1.03193959,0.267315731,-0.116062659,0.113000596,-0.220342118,-0.247573507,9
Baez, Javier,Javier Baez,CHC,595879,2021,1.445886633,-0.600535383,0.768809923,1.093450413,-0.702738134,-0.812837577,1.064402434,2
Cave, Jake,Jake Cave,MIN,595909,2021,-0.376430776,-0.480500459,-0.234178461,-0.303745722,1.74447806,-0.483673433,0.665105409,9
Evans, Phillip,Phillip Evans,PIT,595943,2021,-0.163766946,0.887897681,-0.009825796,-0.262038375,-0.702738134,-0.352007776,0.493978112,9
Gallagher, Cam,Cam Gallagher,KC,595956,2021,-0.769073771,-0.264437595,0.57085169,-0.046550414,0.928739329,0.9646488,-1.160252423,7
Hedges, Austin,Austin Hedges,CLE,595978,2021,0.322651233,-0.672556338,-0.379347832,-0.199477354,1.010313201,1.326729358,-1.274337287,7
Heineman, Scott,Scott Heineman,CIN,595981,2021,1.651920226,0.287723058,-1.408730647,-0.25508715,-0.702738134,-1.010336063,1.007360002,9
Lindor, Francisco,Francisco Lindor,NYM,596019,2021,0.711882795,0.839883711,0.306907378,0.52345,0.928739329,-0.648255505,0.608062976,2
Nogowski Jr., John,John Nogowski Jr.,ATL,596056,2021,-0.818410719,0.191695119,0.346499025,-0.185574905,-0.702738134,0.602568242,-0.932082694,9
Odor, Rougned,Rougned Odor,NYY,596059,2021,0.809835358,-0.024367746,-0.062614658,0.294059589,1.74447806,-0.319091361,-0.019403778,9
Slater, Austin,Austin Slater,SF,596103,2021,0.692923111,0.383750998,0.452076749,0.59991347,-0.702738134,-0.582422676,1.007360002,2
Story, Trevor,Trevor Story,COL,596115,2021,0.769729771,0.311730043,0.584048905,0.933572248,-0.702738134,-0.845753992,1.121444866,2
Stubbs, Garrett,Garrett Stubbs,HOU,596117,2021,-1.143454263,-0.552521413,-0.405742263,-0.706916746,1.74447806,-0.845753992,0.836232705,9
Vogelbach, Daniel,Daniel Vogelbach,MIL,596129,2021,0.611780868,2.184274865,0.161738007,0.307962039,-0.702738134,0.832983142,-1.388422152,1
Weaver, Luke,Luke Weaver,ARI,596133,2021,-1.143454263,-0.744577293,-1.342744569,-1.610575938,1.74447806,0.010072783,-0.002291049,8
Sanchez, Gary,Gary Sanchez,NYY,596142,2021,1.37457234,1.007932605,-0.036220227,0.59991347,-0.702738134,0.602568242,-0.817997829,1
Kepler, Max,Max Kepler,MIN,596146,2021,0.726690634,0.815876726,0.056160282,0.530401224,-0.702738134,-0.68117192,0.379893247,2
Gomber, Austin,Austin Gomber,COL,596295,2021,-1.143454263,-1.248723976,-1.48791394,-1.687039408,1.74447806,1.985057646,-1.84476161,7
Quinn, Roman,Roman Quinn,PHI,596451,2021,-1.143454263,0.503785922,-0.44533391,-0.338501845,-0.702738134,-1.701580766,1.862996485,9
Franco, Maikel,Maikel Franco,BAL,596748,2021,0.079985501,-0.624542368,0.042963067,0.1272302,-0.702738134,0.898815971,-0.989125126,9
Garcia, Robel,Robel Garcia,HOU,596825,2021,-0.747882414,-0.19241664,-0.735672652,-0.894599809,0.520869963,-0.648255505,0.208765951,9
Choi, Ji-Man,Ji-Man Choi,TB,596847,2021,0.644285231,1.728142152,0.293710162,0.516498775,-0.702738134,-0.055760046,-0.760955397,1
Bradley Jr., Jackie,Jackie Bradley Jr.,MIL,598265,2021,-0.493367174,-0.264437595,-0.577306066,-0.526184908,-0.702738134,-0.483673433,0.265808383,9
Motter, Taylor,Taylor Motter,COL,600301,2021,-1.143454263,0.647827832,-0.194586814,-0.199477354,-0.702738134,-0.220342118,0.151723519,9
La Stella, Tommy,Tommy La Stella,SF,600303,2021,0.190701744,-0.048374731,0.57085169,0.474791428,-0.702738134,0.240487683,-1.046167558,2
Severino, Pedro,Pedro Severino,BAL,600474,2021,0.07352936,0.119674164,0.544457258,0.321864488,-0.702738134,0.010072783,-0.475743236,9
Nunez, Renato,Renato Nunez,DET,600524,2021,2.02112061,-1.392765885,-0.234178461,0.940523473,-0.702738134,-0.220342118,0.151723519,2
Candelario, Jeimer,Jeimer Candelario,DET,600869,2021,0.06101588,0.671834817,0.847993217,0.738937961,-0.702738134,-0.187425704,0.265808383,2
Daza, Yonathan,Yonathan Daza,COL,602074,2021,-0.864845523,-0.312451564,0.993162588,0.1272302,1.394875746,-0.779921163,0.893275137,9
Urias, Ramon,Ramon Urias,BAL,602104,2021,-0.02317061,0.455771952,0.953570941,0.52345,-0.702738134,-0.121592875,0.151723519,2
Rondon, Jose,Jose Rondon,STL,602922,2021,0.428943879,0.311730043,0.742415492,0.530401224,-0.702738134,-0.220342118,0.493978112,2
Ahmed, Nick,Nick Ahmed,ARI,605113,2021,-0.660382651,-0.0963887,0.188132438,0.016010607,0.928739329,-0.352007776,0.608062976,9
Anderson, Brian,Brian Anderson,MIA,605119,2021,0.116263829,0.527792907,0.557654474,0.287108365,-0.702738134,-0.286174947,0.151723519,2
Barnes, Austin,Austin Barnes,LAD,605131,2021,0.114464251,0.311730043,0.108949144,0.057717955,1.74447806,0.010072783,0.094681086,9
Bell, Josh,Josh Bell,WSH,605137,2021,1.129892429,0.911904666,0.716021061,0.968328371,-0.702738134,0.306320512,-0.304615939,1
Betts, Mookie,Mookie Betts,LAD,605141,2021,0.926082627,1.151974515,0.755612708,1.044791841,-0.702738134,-0.319091361,0.208765951,1
Caratini, Victor,Victor Caratini,SD,605170,2021,-0.205708842,0.527792907,0.267315731,-0.095208985,-0.702738134,0.602568242,-1.046167558,9
Davies, Zach,Zach Davies,CHC,605200,2021,-1.143454263,-1.824891613,-0.405742263,-1.117038995,1.74447806,1.721726331,-1.616591881,7
Davis, J.D.,J.D. Davis,NYM,605204,2021,0.02779203,0.911904666,1.032754235,0.690279389,-0.702738134,0.14173844,0.094681086,2
Garcia, Aramis,Aramis Garcia,OAK,605244,2021,0.28599859,-1.560814779,-0.023023011,-0.129965108,1.74447806,0.734233899,-0.532785668,7
Houser, Adrian,Adrian Houser,MIL,605288,2021,0.853241807,-0.792591262,-1.791449898,-0.852892462,1.74447806,0.010072783,-0.002291049,9
Lopez, Jack,Jack Lopez,BOS,605346,2021,-1.143454263,-0.312451564,-0.696081006,-0.199477354,1.74447806,0.010072783,-0.002291049,9
Machin, Vimael,Vimael Machin,OAK,605353,2021,-1.143454263,0.119674164,-1.078800257,-1.471551447,1.74447806,0.075905611,-0.133488643,8
Martini, Nick,Nick Martini,CHC,605361,2021,-1.143454263,1.368037379,0.834796001,-0.275940824,-0.702738134,0.602568242,-0.646870533,9
Musgrove, Joe,Joe Musgrove,SD,605397,2021,-1.143454263,-1.392765885,-0.92043367,-1.117038995,1.255034821,0.010072783,-0.07644621,9
Nola, Aaron,Aaron Nola,PHI,605400,2021,-1.143454263,0.455771952,-0.841250377,-1.061429198,1.438576035,1.359645772,-1.331379719,7
Panik, Joe,Joe Panik,MIA,605412,2021,-0.61043796,-0.24043061,0.016568635,-0.366306743,0.520869963,-0.121592875,-0.304615939,9
Perez, Michael,Michael Perez,PIT,605421,2021,0.254232961,0.143681149,-0.841250377,-0.324599396,-0.702738134,0.635484656,-0.932082694,8
Ross, Joe,Joe Ross,WSH,605452,2021,-1.143454263,-1.200710006,0.57085169,-0.602648378,1.74447806,-0.483673433,0.43693568,9
Snell, Blake,Blake Snell,SD,605483,2021,-1.143454263,-1.824891613,-1.171180766,-1.520210019,1.74447806,4.289206653,-3.441949712,5
Thompson, Zach,Zach Thompson,MIA,605507,2021,-1.143454263,-1.824891613,-0.973222533,-0.950209605,1.74447806,1.622977088,-1.559549448,7
Woodruff, Brandon,Brandon Woodruff,MIL,605540,2021,-1.143454263,-0.576528398,-1.210772413,-1.541063692,1.74447806,4.684203626,-3.670119441,5
Zimmer, Bradley,Bradley Zimmer,CLE,605548,2021,-0.021564835,0.239709088,0.267315731,0.05076673,-0.702738134,-1.174918135,1.520741892,9
Castro, Harold,Harold Castro,DET,605612,2021,-0.744115032,-0.840605232,1.006359804,0.155035098,0.384913506,0.010072783,-0.304615939,9
Arcia, Orlando,Orlando Arcia,ATL,606115,2021,-0.108130384,0.071660194,-0.11540352,-0.192526129,-0.702738134,0.14173844,0.037638654,9
Tapia, Raimel,Raimel Tapia,COL,606132,2021,-0.626855265,-0.024367746,0.874387648,0.245401018,-0.213294895,-1.174918135,0.893275137,9
Aquino, Aristides,Aristides Aquino,CIN,606157,2021,1.266351304,1.344030394,-0.220981245,0.495645101,-0.702738134,-0.352007776,0.893275137,2
Hernandez, Teoscar,Teoscar Hernandez,TOR,606192,2021,1.296145271,-0.360465534,1.177923606,1.30198715,-0.702738134,-0.747004748,1.007360002,2
Mercedes, Yermin,Yermin Mercedes,CWS,606213,2021,0.079522084,-0.000360761,0.847993217,0.467840203,-0.702738134,0.108822026,-0.190531075,9
Peraza, Jose,Jose Peraza,NYM,606299,2021,0.628261948,-0.432486489,-0.036220227,0.301010814,-0.702738134,-0.417840604,0.493978112,9
Marte, Ketel,Ketel Marte,ARI,606466,2021,0.583100577,0.167688134,1.468262349,1.357596946,-0.702738134,-0.154509289,-0.019403778,2
Greiner, Grayson,Grayson Greiner,DET,606988,2021,-0.561084576,0.815876726,0.386090672,-0.02569674,1.74447806,0.405069755,-0.133488643,7
Haase, Eric,Eric Haase,DET,606992,2021,1.484675599,-0.19241664,0.320104594,0.850157554,-0.702738134,-0.220342118,0.665105409,2
Hager, Jake,Jake Hager,ARI,606993,2021,-1.143454263,1.368037379,-1.210772413,-1.541063692,-0.702738134,-0.286174947,0.208765951,8
Nimmo, Brandon,Brandon Nimmo,NYM,607043,2021,-0.111315979,1.536086273,1.125134744,0.697230613,1.74447806,-1.20783455,1.235529731,9
Peterson, Jace,Jace Peterson,MIL,607054,2021,-0.172088622,1.199988484,0.531260043,0.210644895,-0.702738134,-0.779921163,0.779190273,2
Wilson, Jacob,Jacob Wilson,HOU,607111,2021,-1.143454263,-0.672556338,-0.748869868,-0.25508715,-0.702738134,0.536735413,-0.5898281,8
Fedde, Erick,Erick Fedde,WSH,607200,2021,-1.143454263,-1.27273096,-2.728452204,-2.340454516,1.336608693,1.030481629,-1.046167558,8
Turner, Trea,Trea Turner,WSH,607208,2021,0.829751269,-0.312451564,1.600234505,1.385401844,-0.702738134,-1.438249451,2.262293511,2
Gant, John,John Gant,STL,607231,2021,-1.143454263,-1.824891613,-2.728452204,-2.340454516,1.74447806,0.010072783,-0.002291049,8
Smith, Kevan,Kevan Smith,ATL,607345,2021,-1.143454263,0.431764968,-0.511319988,-0.950209605,-0.702738134,0.832983142,-0.760955397,8
Beaty, Matt,Matt Beaty,LAD,607461,2021,0.295341402,0.215702103,0.834796001,0.453937754,-0.702738134,-0.319091361,0.208765951,2
Blandino, Alex,Alex Blandino,CIN,607468,2021,-1.143454263,0.527792907,-0.089009089,-0.553989806,-0.702738134,1.096314457,-0.989125126,8
Freeland, Kyle,Kyle Freeland,COL,607536,2021,-1.143454263,-0.624542368,-0.32655897,-0.866794911,1.255034821,1.030481629,-1.046167558,7
Pillar, Kevin,Kevin Pillar,NYM,607680,2021,0.791804983,-1.056668096,0.320104594,0.544303673,-0.702738134,-0.516589848,0.493978112,2
Stallings, Jacob,Jacob Stallings,PIT,607732,2021,-0.24654268,0.93591165,0.518062827,0.224547344,-0.702738134,1.063398043,-1.502507016,9
Ramirez, Jose,Jose Ramirez,CLE,608070,2021,1.591151189,0.887897681,0.782007139,1.399304293,-0.702738134,-0.747004748,0.836232705,2
Bregman, Alex,Alex Bregman,HOU,608324,2021,0.302429102,0.815876726,0.834796001,0.592962245,-0.702738134,0.372153341,-0.646870533,9
De Jong, Chase,Chase De Jong,PIT,608328,2021,-1.143454263,-1.824891613,-1.633083312,-1.179600016,1.74447806,1.227980115,-1.217294855,7
Fried, Max,Max Fried,ATL,608331,2021,-1.143454263,-0.384472519,0.874387648,-0.067404087,1.74447806,0.306320512,-0.361658372,7
Gallo, Joey,Joey Gallo,TEX,608336,2021,2.056070744,2.496365669,-0.102206305,0.843206329,-0.702738134,-0.121592875,0.379893247,1
Kelly, Carson,Carson Kelly,ARI,608348,2021,0.649631342,1.12796753,0.438879534,0.516498775,-0.702738134,0.767150313,-0.646870533,9
Seager, Corey,Corey Seager,LAD,608369,2021,0.757083622,0.98392562,1.309895762,1.281133476,-0.702738134,0.108822026,-0.133488643,1
Williams, Nick,Nick Williams,CWS,608384,2021,-1.143454263,0.023646224,-2.728452204,-2.340454516,-0.702738134,0.010072783,-0.002291049,8
Winker, Jesse,Jesse Winker,CIN,608385,2021,1.235587858,0.791869741,1.296698546,1.524426335,-0.702738134,0.339236926,-0.532785668,1
Godoy, Jose,Jose Godoy,SEA,608422,2021,-1.143454263,-0.024367746,-0.590503281,-1.026673075,-0.702738134,0.536735413,-0.5898281,8
Marquez, German,German Marquez,COL,608566,2021,-0.352310524,-1.824891613,0.755612708,0.544303673,1.74447806,1.162147286,-1.160252423,7
Mazara, Nomar,Nomar Mazara,DET,608577,2021,-0.381079414,0.167688134,0.069357498,-0.109111435,-0.702738134,-0.121592875,-0.190531075,9
Murphy, Tom,Tom Murphy,SEA,608596,2021,0.521660483,1.12796753,-0.062614658,0.092474077,-0.702738134,0.14173844,0.151723519,1
Guzman, Ronald,Ronald Guzman,TEX,608597,2021,1.477209308,-0.408479504,-1.897027623,-0.602648378,-0.702738134,1.425478601,-1.388422152,7
Jankowski, Travis,Travis Jankowski,PHI,608671,2021,-0.823373207,1.536086273,0.597246121,0.099425302,1.74447806,-1.142001721,1.121444866,9
Mayfield, Jack,Jack Mayfield,LAA,608686,2021,0.432884728,-0.408479504,0.148540791,0.349669386,1.132674011,-0.615339091,0.265808383,9
Plawecki, Kevin,Kevin Plawecki,BOS,608700,2021,-0.34223229,-0.168409655,1.059148666,0.363571835,1.74447806,0.536735413,-0.760955397,7
Refsnyder, Rob,Rob Refsnyder,MIN,608701,2021,-0.540136039,0.767862756,0.504865612,0.009059383,-0.702738134,-0.450757019,0.322850815,2
Mondesi, Adalberto,Adalberto Mondesi,KC,609275,2021,0.853241807,-0.768584278,0.306907378,0.801498982,1.74447806,-1.010336063,1.007360002,9
Andujar, Miguel,Miguel Andujar,NYY,609280,2021,0.490206146,-0.792591262,0.610443336,0.321864488,-0.702738134,-0.38492419,0.493978112,2
Vosler, Jason,Jason Vosler,SF,613564,2021,0.579721766,0.215702103,-0.379347832,0.134181425,-0.702738134,0.075905611,-0.190531075,2
Cordero, Franchy,Franchy Cordero,BOS,614173,2021,-0.813291913,-0.408479504,-0.234178461,-0.533136132,1.74447806,-1.043252478,1.064402434,9
Reyes, Franmil,Franmil Reyes,CLE,614177,2021,1.865920175,0.383750998,0.623640552,1.2880847,-0.702738134,0.602568242,-0.361658372,1
Torrens, Luis,Luis Torrens,SEA,620443,2021,0.674347051,-0.048374731,0.478471181,0.655523266,-0.702738134,0.14173844,0.037638654,2
Robertson, Daniel,Daniel Robertson,MIL,621002,2021,0.005329757,1.368037379,-0.56410885,-0.435818989,0.520869963,0.602568242,-0.133488643,1
Lopes, Tim,Tim Lopes,MIL,621005,2021,-1.143454263,0.359744013,-1.408730647,-1.645332061,-0.702738134,0.010072783,-0.002291049,8
Martin Jr., Richie,Richie Martin Jr.,BAL,621006,2021,-0.715590807,-0.912626187,0.372893456,-0.352404294,0.520869963,-1.142001721,1.520741892,9
Schrock, Max,Max Schrock,CIN,621011,2021,-0.137119452,-0.384472519,1.072345881,0.773694084,-0.702738134,-0.779921163,0.265808383,9
Swanson, Dansby,Dansby Swanson,ATL,621020,2021,0.781931203,0.095667179,0.544457258,0.780645308,-0.39683611,-0.845753992,0.95031757,2
Newman, Kevin,Kevin Newman,PIT,621028,2021,-0.737935717,-0.648549353,0.254118516,-0.192526129,0.928739329,-0.714088334,0.95031757,9
Taylor, Chris,Chris Taylor,LAD,621035,2021,0.510613484,0.767862756,0.623640552,0.704181838,-0.090934086,-0.747004748,1.178487299,2
Correa, Carlos,Carlos Correa,HOU,621043,2021,0.820862942,0.98392562,0.953570941,1.030889392,-0.702738134,-0.121592875,0.094681086,1
